="Wave W3: Heterogeneity in Impact on Firm Performance and Education Aspirations and Satisfaction Scores by Levels of 12-Mth and Ideal Business Aspirations at Baseline"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   ",="             (9)   ",="            (10)   ",="            (11)   ",="            (12)   "
="                                                  ",="Estimated Profits Last Month   ",="Estimated Profits Last Month (win 1 %)   ",="Estimated Profits Last Month (win 2 %)   ",="Sales Last Month   ",="Sales Last Month (win 1 %)   ",="Sales Last Month (win 2 %)   ",=" W3_labour_total   ",="W3_labour_nonfam   ",="   W3_labour_fam   ",="Business size (square meters)   ",="Satisfaction with Life (0-10 Scale)   ",="Satisfaction with Household Finances (0-10 Scale)   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Assigned Handbook                                 ",="        -545.818   ",="         -95.881   ",="         -82.384   ",="         230.888   ",="        -128.288   ",="        -247.740   ",="           0.270*  ",="           0.015   ",="           0.218   ",="          -0.208   ",="          -0.133   ",="           0.074   "
="                                                  ",="       (506.231)   ",="       (227.609)   ",="       (182.154)   ",="       (840.995)   ",="       (739.398)   ",="       (619.767)   ",="         (0.151)   ",="         (0.070)   ",="         (0.140)   ",="         (1.059)   ",="         (0.260)   ",="         (0.268)   "
="Assigned Handbook & Movie                         ",="        1226.862   ",="         432.535   ",="         346.848   ",="         -57.058   ",="         791.847   ",="         879.033   ",="           0.191   ",="          -0.072   ",="           0.237** ",="           0.849   ",="          -0.084   ",="           0.291   "
="                                                  ",="       (792.868)   ",="       (285.463)   ",="       (225.966)   ",="      (1128.476)   ",="       (797.055)   ",="       (693.017)   ",="         (0.136)   ",="         (0.078)   ",="         (0.119)   ",="         (1.064)   ",="         (0.265)   ",="         (0.269)   "
="Assigned Handbook & Counseling                    ",="         956.355*  ",="         411.129** ",="         421.816** ",="         144.767   ",="         595.814   ",="         633.632   ",="           0.163   ",="           0.001   ",="           0.101   ",="           1.132   ",="          -0.126   ",="           0.111   "
="                                                  ",="       (577.987)   ",="       (200.473)   ",="       (179.029)   ",="      (1088.979)   ",="       (826.249)   ",="       (712.028)   ",="         (0.119)   ",="         (0.063)   ",="         (0.114)   ",="         (1.128)   ",="         (0.243)   ",="         (0.251)   "
="Assigned All Three                                ",="        1611.099*  ",="         426.380   ",="         248.615   ",="        -314.073   ",="         -33.334   ",="         170.433   ",="          -0.080   ",="          -0.096   ",="           0.017   ",="          -1.416   ",="           0.241   ",="           0.588** "
="                                                  ",="       (874.103)   ",="       (303.437)   ",="       (220.359)   ",="      (1022.840)   ",="       (754.234)   ",="       (639.663)   ",="         (0.130)   ",="         (0.060)   ",="         (0.118)   ",="         (1.041)   ",="         (0.246)   ",="         (0.242)   "
="Below-Md Aspirations at Baseline X Assigned Handbook",="        -257.611   ",="        -139.764   ",="        -124.620   ",="        -430.061   ",="        -432.556   ",="        -430.004   ",="          -0.444***",="          -0.044   ",="          -0.342** ",="          -0.019   ",="          -0.170   ",="          -0.164   "
="                                                  ",="       (331.104)   ",="       (230.541)   ",="       (186.421)   ",="       (896.967)   ",="       (800.696)   ",="       (651.392)   ",="         (0.164)   ",="         (0.073)   ",="         (0.156)   ",="         (1.099)   ",="         (0.305)   ",="         (0.316)   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Movie",="       -1915.923   ",="        -595.357** ",="        -477.951** ",="         520.758   ",="        -588.172   ",="        -752.180   ",="          -0.111   ",="           0.059   ",="          -0.151   ",="          -1.016   ",="          -0.325   ",="          -0.183   "
="                                                  ",="      (1208.619)   ",="       (294.505)   ",="       (235.390)   ",="      (1317.946)   ",="       (813.658)   ",="       (708.680)   ",="         (0.168)   ",="         (0.083)   ",="         (0.153)   ",="         (1.132)   ",="         (0.294)   ",="         (0.299)   "
="Below-Md Aspirations at Baseline X Assigned Handbook & Counseling",="       -1206.365   ",="        -197.043   ",="        -248.504   ",="        1180.058   ",="         567.234   ",="         453.788   ",="          -0.283** ",="          -0.065   ",="          -0.164   ",="          -0.134   ",="           0.192   ",="           0.375   "
="                                                  ",="       (952.355)   ",="       (263.356)   ",="       (215.971)   ",="      (1221.561)   ",="       (874.897)   ",="       (768.424)   ",="         (0.135)   ",="         (0.060)   ",="         (0.135)   ",="         (1.221)   ",="         (0.328)   ",="         (0.326)   "
="Below-Md Aspirations at Baseline X Assigned All Three",="       -1836.909   ",="        -181.907   ",="         -48.995   ",="        1560.853   ",="        1003.608   ",="         711.443   ",="           0.150   ",="           0.111   ",="           0.025   ",="           1.935*  ",="          -0.197   ",="          -0.341   "
