="IV (2SLS) estimation of treatment effects on profits"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   "
="                                                  ",="Total Profits Last Month (USD PPP) at W4 (win 1 %)   ",="Total Profits Last Month (USD PPP) at W4 (win 2 %)   ",="Total Profits Last Month (USD PPP) at W4 (win 5 %)   ",="Total Profits Last Month (USD PPP) at W4 (IHS Transformation)   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Received Book                                     ",="          -7.960   ",="         -10.970   ",="          14.843   ",="           0.154   "
="                                                  ",="       (203.086)   ",="       (169.362)   ",="       (123.585)   ",="         (0.616)   "
="Received Book & Movie                             ",="         217.060   ",="         213.793   ",="         222.509   ",="          -0.691   "
="                                                  ",="       (399.182)   ",="       (337.309)   ",="       (243.909)   ",="         (1.111)   "
="BCT2                                              ",="         546.104*  ",="         533.062** ",="         469.714** ",="           0.932   "
="                                                  ",="       (299.585)   ",="       (257.488)   ",="       (188.429)   ",="         (0.813)   "
="BMCT2                                             ",="         778.693*  ",="         660.436*  ",="         481.944*  ",="           0.817   "
="                                                  ",="       (453.845)   ",="       (388.728)   ",="       (269.913)   ",="         (1.237)   "
="R-squared                                         ",="           0.076   ",="           0.078   ",="           0.082   ",="           0.075   "
="N                                                 ",="            1003   ",="            1003   ",="            1003   ",="            1003   "
="Dependent Variable Mean in Control Group          ",="                   ",="                   ",="                   ",="                   "
="Dependent Variable SD in Control Group            ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Movie             ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Assistance        ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Movie & Assistance",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Movie = Book & Assistance",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): B & M + B & A > All Three       ",="                   ",="                   ",="                   ",="                   "
="* p<0.10, ** p<0.05, *** p<0.01"
