="IV (2SLS) estimation of treatment effects on sales"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   "
="                                                  ",="Total Sales Last Month (USD PPP) at W3 (win 1 %)   ",="Total Sales Last Month (USD PPP) at W3 (win 2 %)   ",="Total Sales Last Month (USD PPP) at W3 (win 5 %)   ",="Total Sales Last Month (USD PPP) at W3 (Log Transformation)   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Received Book                                     ",="        -289.805   ",="        -432.955   ",="        -373.139   ",="          -0.077   "
="                                                  ",="       (512.902)   ",="       (456.496)   ",="       (355.016)   ",="         (0.079)   "
="Received Book & Movie                             ",="        1016.955   ",="         988.388   ",="        1149.009*  ",="           0.159   "
="                                                  ",="       (952.517)   ",="       (842.740)   ",="       (660.879)   ",="         (0.147)   "
="Received Book & Counsel (Both Session)            ",="        1231.420*  ",="        1173.647*  ",="        1215.404** ",="           0.191*  "
="                                                  ",="       (682.429)   ",="       (606.514)   ",="       (484.194)   ",="         (0.100)   "
="Received All Three (Both Sessions)                ",="        1123.595   ",="        1178.851   ",="        1453.438*  ",="           0.238   "
="                                                  ",="      (1043.633)   ",="       (952.010)   ",="       (765.705)   ",="         (0.162)   "
="R-squared                                         ",="           0.489   ",="           0.502   ",="           0.522   ",="           0.467   "
="N                                                 ",="            1179   ",="            1179   ",="            1179   ",="            1179   "
="Dependent Variable Mean in Control Group          ",="                   ",="                   ",="                   ",="                   "
="Dependent Variable SD in Control Group            ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Movie             ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Assistance        ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Movie & Assistance",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Movie = Book & Assistance",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): B & M + B & A > All Three       ",="                   ",="                   ",="                   ",="                   "
="* p<0.10, ** p<0.05, *** p<0.01"
