="Heterogeneity in treatment effects on profits by BMprof at First Endline (W3) and Second Endline (W4)"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   "
="                                                  ",="Total Profits Last Month (USD PPP) at W4 (win 1 %)   ",="Total Profits Last Month (USD PPP) at W4 (win 2 %)   ",="Total Profits Last Month (USD PPP) at W4 (win 5 %)   ",="Total Profits Last Month (USD PPP) at W4 (IHS Transformation)   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Assigned Handbook                                 ",="         -62.357   ",="         -97.394   ",="         -61.608   ",="           0.079   "
="                                                  ",="       (242.705)   ",="       (204.370)   ",="       (145.744)   ",="         (0.752)   "
="Assigned Handbook & Movie                         ",="         -21.217   ",="         -19.997   ",="          33.276   ",="          -1.337   "
="                                                  ",="       (326.264)   ",="       (273.775)   ",="       (193.492)   ",="         (0.874)   "
="Assigned Handbook & Counseling                    ",="          82.929   ",="         127.574   ",="         140.202   ",="          -0.337   "
="                                                  ",="       (308.562)   ",="       (266.715)   ",="       (191.548)   ",="         (0.853)   "
="Assigned All Three                                ",="         168.223   ",="          48.961   ",="         -41.714   ",="          -0.651   "
="                                                  ",="       (315.252)   ",="       (269.588)   ",="       (182.600)   ",="         (0.843)   "
="B_BMprof                                          ",="         106.167   ",="         164.477   ",="         127.268   ",="          -0.189   "
="                                                  ",="       (246.544)   ",="       (225.313)   ",="       (180.382)   ",="         (1.016)   "
="BM_BMprof                                         ",="         277.921   ",="         266.976   ",="         168.255   ",="           1.714   "
="                                                  ",="       (375.912)   ",="       (325.979)   ",="       (234.649)   ",="         (1.104)   "
="BC_BMprof                                         ",="         583.908   ",="         467.133   ",="         335.353   ",="           1.714*  "
="                                                  ",="       (356.303)   ",="       (318.906)   ",="       (233.077)   ",="         (1.035)   "
="BMC_BMprof                                        ",="         430.146   ",="         534.157*  ",="         527.978** ",="           1.969*  "
="                                                  ",="       (356.831)   ",="       (310.780)   ",="       (219.012)   ",="         (1.086)   "
="R-squared                                         ",="           0.093   ",="           0.094   ",="           0.098   ",="           0.078   "
="N                                                 ",="             991   ",="             991   ",="             991   ",="             991   "
="Dependent Variable Mean in Control Group          ",="                   ",="                   ",="                   ",="                   "
="Dependent Variable SD in Control Group            ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book + Interaction              ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Movie + Interaction      ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Assistaince + Interaction",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): All Three + Interaction         ",="                   ",="                   ",="                   ",="                   "
="* p<0.10, ** p<0.05, *** p<0.01"
