="IV (2SLS) estimation of treatment effects on mainPract"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   "
="                                                  ",="Aggregate Record Keeping Practices (Core) at W3   ",="Aggregate Marketing Practices (Core) at W3   ",="Aggregate Discussion Practices at W3   ",="Aggregate Stock up Practices at W3   ",="Aggregate Planning Practices at W3   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Received Book                                     ",="           0.007   ",="          -0.002   ",="          -0.019   ",="           0.009   ",="           0.042   "
="                                                  ",="         (0.017)   ",="         (0.022)   ",="         (0.032)   ",="         (0.023)   ",="         (0.034)   "
="Received Book & Movie                             ",="           0.020   ",="           0.076** ",="           0.073   ",="           0.085** ",="           0.149***"
="                                                  ",="         (0.029)   ",="         (0.039)   ",="         (0.053)   ",="         (0.040)   ",="         (0.056)   "
="BCT2                                              ",="           0.010   ",="           0.034   ",="           0.109***",="           0.034   ",="           0.039   "
="                                                  ",="         (0.023)   ",="         (0.028)   ",="         (0.041)   ",="         (0.031)   ",="         (0.044)   "
="BMCT2                                             ",="           0.042   ",="           0.092** ",="           0.132** ",="           0.120** ",="           0.177***"
="                                                  ",="         (0.035)   ",="         (0.046)   ",="         (0.066)   ",="         (0.048)   ",="         (0.066)   "
="R-squared                                         ",="           0.176   ",="           0.259   ",="           0.185   ",="           0.198   ",="           0.201   "
="N                                                 ",="            1181   ",="            1181   ",="            1181   ",="            1181   ",="            1181   "
="Dependent Variable Mean in Control Group          ",="                   ",="                   ",="                   ",="                   ",="                   "
="Dependent Variable SD in Control Group            ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Movie             ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Assistance        ",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book = Book & Movie & Assistance",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Movie = Book & Assistance",="                   ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): B & M + B & A > All Three       ",="                   ",="                   ",="                   ",="                   ",="                   "
="* p<0.10, ** p<0.05, *** p<0.01"
