="Heterogeneity in treatment effects on sales by BMprof at First Endline (W3) and Second Endline (W4)"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   "
="                                                  ",="Total Sales Last Month (USD PPP) at W4 (win 1 %)   ",="Total Sales Last Month (USD PPP) at W4 (win 2 %)   ",="Total Sales Last Month (USD PPP) at W4 (win 5 %)   ",="Total Sales Last Month (USD PPP) at W4 (Log Transformation)   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Assigned Handbook                                 ",="       -1304.498** ",="       -1150.352** ",="        -926.942** ",="          -0.208** "
="                                                  ",="       (520.947)   ",="       (477.509)   ",="       (439.681)   ",="         (0.101)   "
="Assigned Handbook & Movie                         ",="        -433.470   ",="        -414.623   ",="        -460.832   ",="          -0.040   "
="                                                  ",="       (747.782)   ",="       (654.624)   ",="       (555.653)   ",="         (0.118)   "
="Assigned Handbook & Counseling                    ",="        -630.368   ",="        -407.256   ",="        -257.602   ",="          -0.092   "
="                                                  ",="       (641.471)   ",="       (572.662)   ",="       (525.905)   ",="         (0.126)   "
="Assigned All Three                                ",="         217.203   ",="         319.385   ",="         425.140   ",="           0.062   "
="                                                  ",="       (653.092)   ",="       (597.295)   ",="       (528.163)   ",="         (0.111)   "
="B_BMprof                                          ",="        1132.128** ",="        1169.675** ",="        1065.747** ",="           0.159   "
="                                                  ",="       (561.160)   ",="       (540.341)   ",="       (501.070)   ",="         (0.129)   "
="BM_BMprof                                         ",="         568.858   ",="         747.623   ",="         892.056   ",="          -0.006   "
="                                                  ",="       (762.636)   ",="       (692.313)   ",="       (580.069)   ",="         (0.149)   "
="BC_BMprof                                         ",="        1853.655** ",="        1714.498** ",="        1477.244** ",="           0.282*  "
="                                                  ",="       (844.843)   ",="       (748.016)   ",="       (655.117)   ",="         (0.160)   "
="BMC_BMprof                                        ",="         795.795   ",="         831.259   ",="         852.955   ",="           0.198   "
="                                                  ",="       (765.837)   ",="       (703.395)   ",="       (615.159)   ",="         (0.133)   "
="R-squared                                         ",="           0.443   ",="           0.455   ",="           0.475   ",="           0.418   "
="N                                                 ",="            1005   ",="            1005   ",="            1005   ",="            1005   "
="Dependent Variable Mean in Control Group          ",="                   ",="                   ",="                   ",="                   "
="Dependent Variable SD in Control Group            ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book + Interaction              ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Movie + Interaction      ",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): Book & Assistaince + Interaction",="                   ",="                   ",="                   ",="                   "
="F-test (p-value): All Three + Interaction         ",="                   ",="                   ",="                   ",="                   "
="* p<0.10, ** p<0.05, *** p<0.01"
