="Heterogeneity in treatment effects on mainPract by BMprof BMsales at First Endline (W3) and Second Endline (W4)"
="                                                  ",="             (1)   ",="             (2)   ",="             (3)   ",="             (4)   ",="             (5)   ",="             (6)   ",="             (7)   ",="             (8)   ",="             (9)   ",="            (10)   "
="                                                  ",="Aggregate Record Keeping Practices (Core) at W4   ",="Aggregate Marketing Practices (Core) at W4   ",="Aggregate Discussion Practices at W4   ",="Aggregate Stock up Practices at W4   ",="Aggregate Planning Practices at W4   ",="Aggregate Record Keeping Practices (Core) at W4   ",="Aggregate Marketing Practices (Core) at W4   ",="Aggregate Discussion Practices at W4   ",="Aggregate Stock up Practices at W4   ",="Aggregate Planning Practices at W4   "
="                                                  ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   ",="            b/se   "
="Assigned Handbook                                 ",="           0.022   ",="           0.004   ",="           0.029   ",="          -0.011   ",="           0.095** ",="           0.008   ",="           0.021   ",="          -0.003   ",="          -0.007   ",="           0.055   "
="                                                  ",="         (0.019)   ",="         (0.025)   ",="         (0.038)   ",="         (0.025)   ",="         (0.039)   ",="         (0.020)   ",="         (0.028)   ",="         (0.040)   ",="         (0.027)   ",="         (0.044)   "
="Assigned Handbook & Movie                         ",="           0.017   ",="          -0.003   ",="           0.021   ",="           0.040   ",="           0.024   ",="           0.014   ",="           0.013   ",="           0.041   ",="           0.042   ",="           0.010   "
="                                                  ",="         (0.022)   ",="         (0.028)   ",="         (0.036)   ",="         (0.029)   ",="         (0.041)   ",="         (0.020)   ",="         (0.028)   ",="         (0.036)   ",="         (0.030)   ",="         (0.042)   "
="Assigned Handbook & Counseling                    ",="           0.007   ",="           0.060** ",="          -0.029   ",="           0.010   ",="           0.059   ",="           0.021   ",="           0.041   ",="           0.031   ",="           0.024   ",="           0.018   "
="                                                  ",="         (0.021)   ",="         (0.029)   ",="         (0.034)   ",="         (0.030)   ",="         (0.038)   ",="         (0.021)   ",="         (0.027)   ",="         (0.038)   ",="         (0.030)   ",="         (0.039)   "
="Assigned All Three                                ",="           0.011   ",="           0.038   ",="           0.020   ",="           0.063** ",="           0.059   ",="           0.012   ",="           0.079** ",="           0.020   ",="           0.087***",="           0.069*  "
="                                                  ",="         (0.021)   ",="         (0.032)   ",="         (0.036)   ",="         (0.029)   ",="         (0.039)   ",="         (0.019)   ",="         (0.031)   ",="         (0.033)   ",="         (0.030)   ",="         (0.038)   "
="B_BMprof                                          ",="          -0.027   ",="          -0.021   ",="          -0.074   ",="          -0.019   ",="          -0.141***",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="         (0.023)   ",="         (0.030)   ",="         (0.049)   ",="         (0.032)   ",="         (0.049)   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BM_BMprof                                         ",="          -0.012   ",="           0.020   ",="          -0.026   ",="          -0.027   ",="           0.023   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="         (0.025)   ",="         (0.033)   ",="         (0.042)   ",="         (0.033)   ",="         (0.047)   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BC_BMprof                                         ",="           0.021   ",="          -0.039   ",="           0.068*  ",="           0.016   ",="           0.012   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="         (0.024)   ",="         (0.032)   ",="         (0.039)   ",="         (0.032)   ",="         (0.043)   ",="                   ",="                   ",="                   ",="                   ",="                   "
="BMC_BMprof                                        ",="           0.004   ",="           0.005   ",="          -0.004   ",="           0.003   ",="           0.019   ",="                   ",="                   ",="                   ",="                   ",="                   "
="                                                  ",="         (0.024)   ",="         (0.037)   ",="         (0.041)   ",="         (0.033)   ",="         (0.047)   ",="                   ",="                   ",="                   ",="                   ",="                   "
="B_BMsales                                         ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.005   ",="          -0.050*  ",="           0.001   ",="          -0.023   ",="          -0.040   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.024)   ",="         (0.030)   ",="         (0.049)   ",="         (0.030)   ",="         (0.050)   "
="BM_BMsales                                        ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.006   ",="          -0.011   ",="          -0.063   ",="          -0.029   ",="           0.049   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.025)   ",="         (0.033)   ",="         (0.042)   ",="         (0.033)   ",="         (0.048)   "
="BC_BMsales                                        ",="                   ",="                   ",="                   ",="                   ",="                   ",="          -0.004   ",="          -0.005   ",="          -0.042   ",="          -0.010   ",="           0.088** "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.024)   ",="         (0.032)   ",="         (0.041)   ",="         (0.033)   ",="         (0.043)   "
="BMC_BMsales                                       ",="                   ",="                   ",="                   ",="                   ",="                   ",="           0.000   ",="          -0.079** ",="          -0.004   ",="          -0.045   ",="          -0.001   "
="                                                  ",="                   ",="                   ",="                   ",="                   ",="                   ",="         (0.024)   ",="         (0.035)   ",="         (0.041)   ",="         (0.033)   ",="         (0.048)   "
